label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
own,0.25915930828955364,0.21109092754550493,-0.104990665721282,-0.00591845929795147,0.0410895729310778,-0.05672351041245439,0.011326152751922353,-0.2485304338820832,-0.24326176040974382,0.4319300060772722,-0.12112720904373243,0.059723452756300664,-0.07442422518889966,0.05371078593997786,0.04558471960823747,-0.07040823147061913,0.05566620733252636,0.11374182914900649,0.05523667043849331,0.02462114407983172,0.018157660936452127,-0.04617205860443542,-0.0488349416254055,-0.0022174978846154544,0.02492533377084579,-0.03508575686786206,-0.029222850677456214,-0.02312381163483137,0.012592786856446886,0.027873812733001133
ihn,0.23219871788096805,0.04006978379315685,-0.10051735397719964,-0.010886732554158422,0.005062839924101953,-0.052632556349718654,-0.04399028723420154,-0.023452553712015087,0.021939327048708993,0.058495314945882095,0.031126562447108784,-0.005819357958947954,0.032566741587871505,-0.012878766828332196,0.0703829757076985,-0.023411628910401824,-0.02522744288663973,-0.06554052075154188,0.007637390348133096,-0.015872370612527935,-0.03341807705777734,0.002404101678646153,-0.03953075773334295,0.03234159915465861,-0.008802204444061497,0.016899844449555567,-0.035912324946903385,0.027559915788463146,0.030109217612261315,0.01396914799840779
aw,0.24669637738870095,0.1180284588051958,-0.18985772731965406,-0.003754776302172127,0.033462187232473135,-0.004778631577220871,-0.07398435664585237,-0.02412044855953589,-0.05740257578375655,0.0218352096288587,-0.002620833220556889,-0.0021438587599600305,-0.1425822835011723,-0.14182499525706557,0.025415752765649533,-0.009915541522599356,-0.07384486017401952,-0.0013174737376744892,-0.07612326126299551,0.055425157734657324,-0.01951996481451027,0.04932925924719363,-0.035072791031281705,-0.12813852727563158,0.05112524067758587,-0.008617407579849645,0.005997857593840052,-0.030614339141792436,-0.04510622645430485,-0.04250349145357604
ay,0.22616349744530745,0.018941716807298538,-0.1851527388049474,-0.029405433086208438,0.03195003557487186,0.02725638443937602,-0.09098521695404833,0.019756871740437065,0.037351249758819996,-0.032819413332559985,0.027103598446209458,0.028772509523480237,0.008679674118303967,0.0462009273867787,0.09967216916773683,0.0074941798190743675,0.09472383437426969,0.004421188673598675,-0.01591201050024246,-0.1488345860155589,-0.07085253539546411,-0.0915088615983644,0.0898028941479292,0.0011610731408512613,0.08872373483785351,0.02829609849604616,-0.0393261372353898,-0.043536122551555666,0.024768988260137282,0.05899675004928765
ae,0.21446519748046822,0.08547689654064843,-0.2026368680828756,-0.01796541747526757,0.05069378007023166,0.02736469800957587,-0.04078213956656554,0.007527705279296934,0.016758459623635678,-0.016518712887138635,0.040633209849724926,0.055633593638922965,-0.06066748463897599,-0.11188299593005432,0.09870887808484699,-0.07056888684401301,-0.05118263055470012,-0.03151930142040626,-0.06594464763307699,-0.08103520987031862,-0.023614864062745152,-0.008475511482652503,0.021155245652029375,-0.06240794559833249,-0.057288697265321646,-0.059773109507545656,0.06335454754367353,-0.01288775950022839,0.0002696418728483672,-0.03194338262908217
eyn,0.23367149816880184,0.14884244929842502,-0.08248751489854987,0.08003751803165145,-0.008226919802289248,-0.014583931060345104,-0.07924458189080745,-0.03424158148764904,0.010218892852365005,0.07997249796541979,0.023058022620175558,-0.017329575100044417,0.04594919296890922,-0.044361887209521854,0.09778059801985528,-0.0076565421315946906,0.010505651982615539,-0.08384828785679237,-0.0335358218355462,-0.015603374629886197,-0.02436788206902258,-0.0001885254683408076,-0.07301102332793348,0.15600895966042333,0.055024678991229835,0.15199722727054682,0.03799736263654845,-0.02553806498178495,0.020959899152725753,-0.1439455917116495
er,0.2134645211715236,0.05702931133916781,-0.12965100813189306,-0.031089263970091846,0.05028393947987391,-0.02756238427161845,0.001290443411688569,0.034647127206167846,-0.009794502800351027,-0.0495892632123239,-0.02117751777976873,-0.03870960650542064,-0.022275797267101577,0.06824238056741887,0.003145087508057017,-0.0411019108678363,0.0294804197785469,0.008221783951580674,0.03331749434877617,-0.025258369853796755,0.02322244662556311,-0.007542045487054098,-0.033844792081835016,0.03010598800904081,-0.05209486226116108,-0.011526123350839695,0.002067354552565706,0.0031947017957200396,0.00788386001733149,-0.00035734387217761223
#,0.24504599319059542,-0.0675871735619553,-0.037843297168450175,-0.0035273124313774853,-0.0450821330887286,-0.039925836871918245,-0.01563159137164767,0.007134835546096301,-0.04137349707759099,-0.014881474009095527,0.012939507641007441,-0.03204628532709531,0.028114187651231658,-0.0160291115545586,-0.004031450781175509,0.0507959670867803,0.02636681265207034,-0.047908958940565835,0.016563897232129355,-0.02556234087440177,0.03375786852416645,0.03885784553245399,-0.04551280687617467,0.014080121630725442,0.009515009956828217,-0.016927913714567276,-0.003708799950757246,0.015961046556993996,-0.016645423051722633,0.047668840560550894
ayn,0.2578315217261052,0.019882589127702795,-0.21895580832496894,-0.05191680312641535,0.011476461894356473,-0.06744788269423621,-0.018754366543002575,0.1702776131794162,0.017793040972247442,-0.03546301035099314,0.06147281561057175,-0.07116056440685764,-0.07584338245271262,-0.08556207727984967,-0.16033800241146473,0.14933622765224216,0.0620459366731448,0.21749853193690155,-0.06007518085578596,-0.06405034403751599,-0.047289883046482774,-0.015331782207363826,-0.15572525936738513,0.00854698511422298,0.04402683180176684,-0.022170168844346503,-0.013889518098126425,0.0010951709367654704,0.060726929653706796,-0.025904772710711274
eng,0.25822482912548317,-0.05489149191528003,-0.06284222801564045,-0.002159028953433248,0.06559500130024327,0.01536832989873129,-0.02642933591919288,0.00940838795047033,0.09895887346812365,0.028720165076510866,0.0604409598827552,0.003176592061860342,0.13696787369953728,0.016683489872512662,-0.022064524807101606,-0.09945243458232336,0.19365300220836992,-0.157043955508937,0.019374466720308136,0.022985685062553336,-0.0950124238570694,-0.052554911688316296,-0.12758991224789562,-0.14932824265785172,-0.02568317785700597,-0.018008435179634002,-0.0556639917586013,0.02620587189919438,-0.01188541584951278,-0.01197714848272289
ng,0.38296841631217654,-0.21472364273505817,0.25690934581863795,0.06909639762021982,0.6629636791057116,0.03781868102698771,-0.07659688713102952,0.003960884023003393,0.25081614071351743,0.10848629100462981,0.08258381230414277,0.08715040442537071,-0.028673944513266877,0.0829571153682911,0.06646269240359533,0.07438668906803128,-0.013311757314453365,0.05480689537737357,0.027233186320742852,0.017948202588981242,-0.003207993610843183,0.07592896776085743,0.016156122595843876,-0.005839511733076159,0.022811283327788933,-0.007453609517034566,0.030354404924366467,-0.009872777198555623,-0.005733501560188527,0.005522723217083805
nx,0.36335045468044663,-0.2121290896218208,0.2908640240814892,0.01368959474007864,0.048207708277018084,-0.026284896221292382,0.06608851620089197,-0.05103542775518146,-0.13450563913844388,-0.045511931150646834,0.08645815597043306,-0.04469897814289996,0.024996190745489054,-0.016752633052433744,0.05628194818261785,-0.04787877920594845,-0.14556167277652352,0.09092749097536629,-0.02961300033548787,-0.017192512798846236,-0.10873273185940042,-0.05786248898103535,-0.02322695092286445,0.009655884785984422,-0.07508121407694993,0.04583002067357353,-0.07110190070076412,-0.018015230304343547,-0.059688300536622545,0.011892660321652199
oyn,0.3599564259119488,0.9029717656456219,0.18452386819507227,0.809115806891577,-0.04679447099750264,-0.021629429722219127,0.07962031195175719,0.03049973048823662,0.0360592236594368,-0.007224234317713439,-0.0005876731103260999,0.02759381278776856,0.03506089071579707,-0.01111750303178585,-0.0340894733713517,0.03427518844711137,-0.025566132546309333,-0.007003822860663097,-0.01566290719500815,-0.06656636052051927,0.008286046045558566,-0.003324024611309493,0.008000048744095831,-0.02183378722045371,-0.011498726530207195,-0.018391177128077894,-0.010735992256912748,0.015742635182501127,0.011153399508626744,0.021568323954547608
iy,0.21898910491562634,0.03657957648298893,-0.15925835165462213,-0.010185211560975974,0.036639277331409516,-0.015263087524976654,-0.04769767233442815,0.007039146716896067,-0.002653839884674195,-0.055288702350771185,-0.05871383247758731,-0.05061513185680147,-0.024287466544446974,0.022090715981916982,0.060006372024604765,0.009820883026702563,0.011891295830944448,-0.0190538430467645,0.023741985051052426,-0.018261553377174375,-0.013160869206100554,-0.022449614812759432,0.0267261072667104,0.003476527706911569,0.018172659615963687,0.010802208515028888,-0.0020406227965694165,-0.0005833991847744946,-0.023849415754517895,-0.012498100770401976
r,0.2635880487137207,-0.05556883947362524,0.07668608415923421,0.01776926669599231,-0.037914693765567775,-0.008121246920603694,0.04133342996995371,0.009493017109242224,-0.06141330507960578,-0.05620281694158292,0.03909103664294426,-0.03978417807579541,-0.009198890037776485,-0.01689437810895574,0.03135433048111257,-0.02917445817226894,0.029929264680061896,0.056220089169254306,0.011777997641080791,0.017247456823391613,-0.0529357865953936,-0.05318152422979395,-0.006406599617205472,0.00931691039878877,-0.06865888269388506,0.05730811348619464,0.011209050983340385,0.0075696240078331955,0.00824979296834324,0.01936002533395218
en,0.24596985856415812,-0.005786381817091854,-0.10341508811570921,-0.003457328180035051,0.011388897602201157,0.012589916607867421,-0.03850051052381012,-0.022129695506352406,-0.028153783166025712,0.01845143950006426,0.02995259641496398,-0.012079762498877347,-0.018826443531884358,-0.004578648548982643,-0.0047975240658080995,0.01431552289343202,0.03179908751798794,-0.06652036334701081,0.016561059800131336,0.001834279741800812,0.022082253139367642,0.04578113832128162,-0.015273046074268298,0.05017164314783547,-0.044317340702884754,-0.01664729461224866,0.016747293427377376,0.0050343734205505935,0.01243303329414059,0.0694665987376883
th,0.38907200661243835,-0.20755790760614923,0.13975502125656245,0.02887494286198826,-0.17686865212574693,-0.048741912913587614,-0.04637474143329237,0.020689880285146074,0.24059816019558825,0.05909643332583159,-0.2888914837049984,-0.09597623797395753,0.03098264794773903,-0.0763074781436993,-0.029873234553682442,-0.1880558441717741,0.05478802744417518,0.11875540912394822,0.00932654433921137,-0.06024889265335005,-0.047750792657823046,0.15810552704522723,0.052805062986386306,-0.024237835513327772,-0.023765414456897872,0.04071267128255874,0.012808574994189767,-0.020560601844257627,0.01890666104781434,-0.007147237170097069
ah,0.21348958855751568,0.05865267606549295,-0.17325724832778203,-0.04899632464662601,0.03220819724028231,-0.0033980053754856967,-0.06749399062395971,0.00965684639166,-0.0192390717469411,-0.050728739478064215,-0.012030415842062459,0.024360491780139912,-0.023574686979055088,0.011553043619400962,0.030792281104490418,-0.03768015983452588,-0.00151920971469546,0.0020406029307689613,-0.018967545964905616,-0.009959404729417998,0.05270833102258478,0.001692068138695435,0.0025360574845477634,0.0024734303835430497,-0.03321834304321636,-0.018813018170712823,0.025472607652254883,-0.0026011834434601774,-0.008168755555546258,0.014632312802741526
ehn,0.28196023971695805,0.11878759985571612,-0.06924628368436332,-0.045475320973128217,-0.0756338436830188,0.02450301725153308,-0.04858755569355273,-0.02279243081597187,0.01924992478051301,0.085207856823291,0.05135995011462023,0.01649672413620714,0.01211848012746415,0.04858281578366081,0.04424786493484779,-0.0174420072546283,-0.034212930294383895,-0.010269756061891577,-0.05261132667085625,-0.014356846239844137,0.061057837154986805,0.022171037234610676,0.018370987536230645,0.012677981007254894,0.010713551169071701,0.03267190384521801,0.004452101793111372,-0.0003186661729606297,0.023536418035749244,0.004389040929218992
iyn,0.2847801165178385,-0.05492810943621488,-0.10240196611120474,-0.015255705307397071,-0.10148024168596328,-0.028588786583323308,-0.09148494109422485,0.018902575999614517,0.11322909229298765,0.04147866506722228,-0.10354805941181572,-0.24083441474377232,0.2315505353450693,-0.01490689571316052,0.22439749304231657,0.18830811349633308,-0.04596958281886904,0.05485401245447821,-0.01183593759692572,0.037122553888165634,0.07759420884272877,-0.04184643668169777,-0.008831233794812446,-0.030339942227790694,0.003571552720105968,-0.06918488699555862,-0.037296065158378265,-0.009384141170194822,-0.024262892433795973,0.006899560716995673
t,0.3034148511693014,-0.10098036353976486,0.021510474069822632,0.010753605176761159,0.039154916233114574,0.005245737783643996,-0.03164455917485491,0.028960493137227004,-0.028048349301604714,-0.018937045582968045,0.011927001788716652,-0.02829777524964333,-0.017325898950330935,-0.033367134968906524,-0.06654427643440776,0.025642715750286798,0.026416854482404713,-0.03378366631949527,-0.019937111839528045,0.013172108925796486,0.09074498963164843,0.03148525836820995,-0.01758362956293098,0.07991819672501982,-0.03260759379146386,0.04330686174168072,-0.0036513937119732765,-0.04519565719708386,0.03388762170519947,0.07431599573228892
w,0.32824112270223194,-0.15317756367214436,0.0664752653913627,0.005905731103193642,-0.195600958281537,0.00175139892675498,0.022118026670079022,-0.0017567973496425188,-0.026098688190275752,0.0057431461570937115,0.1123351452590391,0.013892175596597873,-0.039437519738349455,0.09384345407787244,0.01420188244612062,0.05641619340012993,-0.03655839313854176,-0.0687209734669278,0.020557937533277486,0.002961981706226797,-0.0828297772441871,0.057396846396560175,-0.022366299443891922,-0.01498110146879229,0.008066540989178724,-0.06721884950063158,0.043193720861727514,-0.1068632351280227,0.0463574085562654,0.011428854464973713
dh,0.3261706766539505,-0.15405105316192705,0.06470563704254319,0.009906050688787364,-0.19902148833450084,0.01807327124639319,-0.00027044668037307123,0.01706903263297428,0.01909205082782297,0.016569972374328164,0.10642548657913709,0.053115692361944696,-0.06212176287906005,0.0425873842202106,0.017928033930278992,0.03033631415342364,0.03445097719131789,0.008573962844607872,0.015852160249649683,-0.049759949833046234,-0.038714252661727226,0.08354108505825236,-0.002335213074816722,0.08374983739470188,0.025575334841790892,-0.07732160606380112,0.00037555637646604354,0.004151966852832373,-0.1170266385286672,-0.04088002436056621
uhn,0.1990509457692874,-0.011152890080411811,-0.17405279260681103,-0.06813290753565836,0.003874131188172202,-0.2280485944077196,0.4296771032584282,-0.48543281023510504,0.1973671732473547,-0.16219691872921224,0.04295240850759549,0.04061510861322914,0.031217455061450607,-0.07303262858246067,-0.01002426529080995,0.03739014351657874,0.006971582532363786,0.013808959829267503,0.010096377514448827,-0.006018256305447725,0.04143201069063719,0.013907391329660098,-0.01791584478054678,-0.0010264304438902018,0.024250549832419307,0.003005327097147637,-0.005006903248845452,-0.018172002084696152,0.00728110782832523,-0.002335777354216807
aon,0.2981634205569027,0.04995544768756527,-0.12772934341691417,-0.04831055480431556,0.0010613473317570884,-0.039953570339968096,0.06710091117640897,-0.11399519129287931,-0.06432440212240606,0.015575898415601485,-0.08812352279342962,-0.0681488307828994,-0.009872955705509374,0.23900007559266892,-0.06129716405623402,0.09868574474966968,0.04338377986765904,-0.03703711478497314,-0.18988371437945376,0.017150697812477408,-0.16705955543727913,0.04941256838611723,0.07959976968018169,0.007771890702619552,-0.012253758833064341,0.0035977993125564708,0.03461393978020298,0.0945570818426413,0.012635262877188363,-0.014207737596368071
y,0.3231814144254282,-0.14417345947278293,0.023274774104043192,0.014955317657093743,-0.2803755570542535,0.09293081690743789,-0.031000872325513597,0.01149586091329483,0.1829169863864984,0.04739351580876918,0.06985590531468844,0.1326926330190481,-0.15809125760447948,0.053535714478745514,0.02610805967335442,0.04895562637877417,0.07929957558966601,0.015013172936418226,-0.04133992814138131,0.024218981652782672,0.07646846609702236,-0.07114437343645395,0.09821323423551524,0.009425089864380724,-0.06382277426838424,-0.01865876823413253,-0.11176733265835345,-0.06115415272310824,0.021532193590704726,-0.037219662014770394
hh,0.2476256691344168,-0.11592389404437894,0.04920953764540623,0.009310720445457521,-0.15860433242919633,0.032023688277813066,0.013037842001754448,0.013547323902528522,-0.04382579135809022,-0.0008878415030833039,0.1099854634334208,0.09804776252245292,-0.03465704857679975,0.012182066550777334,0.09251053554724319,0.04388224885432831,0.0912967740252525,0.0750924754495216,0.04088112354123115,-0.024821054992915658,0.0894856175566099,0.06804005054994312,-0.01218497813647111,-0.0550464211961092,-0.022599426214601953,0.09591291388053774,-0.032635902947455074,0.16938735536301106,-0.0671863182808693,-0.02826517649091019
b,0.3213077806007436,-0.15295913099141967,0.07471476266599361,0.011494281680675159,-0.15943783493007418,0.0045740572463625105,0.00867767979853087,0.003625709296800579,-0.07126129982492727,-0.00858717164159437,0.0673010181897648,0.027578037426951942,0.014754282071326688,0.06288766602862034,0.07282505071302327,0.05865976755702816,-0.024582419540223582,0.013417279106762726,0.051960873771043935,0.009501224469415119,-0.017263644467005828,0.03336360594765917,0.015998253200427602,-0.059177341616479376,0.012840651534238627,-0.0266334197063276,0.06458160075108539,-0.01863581569647614,0.062005851871890574,0.005344592340978131
jh,0.3890753222289917,-0.20394791648348712,0.13452086719376552,0.01869046051102426,-0.15539898878204772,-0.03266351653510398,-0.02589433532103922,0.002260740274579128,0.16156227882625296,0.05867191836773385,-0.11614320358474865,-0.04991120298919869,-0.13201661391043967,0.005234586725155122,-0.06092371168607709,-0.008054073580057277,-0.07056956909096197,-0.08120628643520567,-0.011476809341527588,0.009741851371848121,0.003184692824732597,-0.1557715810444173,-0.04801329309412585,0.029201376951888236,0.06609149608999836,-0.0005133632188476602,0.10082734797099133,0.05708475960837195,-0.08872039447749372,0.0669179550306304
uwn,0.2615132660952538,-0.043235165388959336,-0.18246721298774768,-0.0641071641208572,0.04116891452526876,-0.20110981688389126,0.5010641128553079,0.4318457597589402,0.003919922847151524,0.11665988351355948,-0.03152610655304836,0.07781439578864334,0.028029883063005336,0.024575264872417367,0.0603398347735261,-0.04143973301791669,-0.033365870727103834,-0.034681979365370944,-0.04153065341659949,0.055262951700613336,0.012644532580345048,0.000161341697575293,0.0239120872451988,-0.0165056930823374,0.05011470701440271,0.045937487501162354,-0.02685905464932159,-0.026775557523355104,-0.01558406372896689,0.014866653844595967
dx,0.33998150550104655,-0.19566944492304786,0.21988864188627155,0.01706566837868786,-0.04063559052266496,-0.03310721997263627,0.03968611028120918,-0.02685147460313245,-0.038889453439705485,-0.010634411188807766,0.004107416735775345,-0.06879554629313164,-0.011817415980477058,0.003815946003494396,0.013594727596962846,-0.04518919862032788,-0.07132144229527866,0.0161651317477184,-0.00956005012823123,0.0043386407854550425,-0.05906985374986609,-0.042694878139681175,0.023399327307338777,-0.01551821737221295,-0.01952199733052376,0.022657860191420104,0.005494726592414935,-0.014101044122933452,0.04673748139449514,-0.02514872003206121
f,0.2857120432213311,-0.11991002850506385,0.08583638871305495,0.018711178339716826,0.017286157338318234,0.010492649204420364,-0.03462249509841925,0.0020926030713442545,-0.07052921225219537,-0.0363417604768807,-0.01861853535507411,0.0815214017474845,0.0501844026837461,-0.018899016504838977,-0.03623896468762352,0.010725003157336327,-0.002972670124840662,-0.018655513334845164,0.001412655066606222,0.00037691618232333246,0.034207215522090655,0.02427954303000693,0.0014889625751651656,0.018519561730044282,0.05906865631041269,-0.03194999187131185,-0.02668127528932972,-0.0004788470202901285,0.008720835065811991,-0.0035048880542626285
d,0.3024298024175442,-0.12503623710130007,0.06021743990466151,0.005186472929927516,0.01653197489949876,-0.006588483795431564,-0.008080424696873506,0.016769579768775723,0.029674490626944952,0.005931307962495581,-0.025675371716934126,-0.018612042394953086,-0.06994423281145574,-0.01653214857765485,-0.04658054553115237,0.0287224646284854,0.016033552111724362,-0.0148318922447605,-0.024898269090376467,0.0030888246199328277,0.030530658793162923,-0.030449142826555343,-0.004174028880671315,-0.014440486744448425,-0.01933949778268003,0.01535396078700218,-0.03225768033729428,-0.0051154110490311015,0.009141466301996198,0.008131656346224255
g,0.2943828218754911,-0.15460557925772014,0.11627649970813315,0.017635077635489608,-0.010437157466357478,-0.025760361442471583,-0.030793475618593986,-0.026755381622281207,0.03733857193306247,-0.00448532332713294,-0.02929224975816533,0.05889086392568638,0.01823442853212723,0.011105387024991982,-0.01070175602790352,-0.007384318305464809,-0.052990687904351456,-0.038504042075947154,0.010142183058827383,0.000549247771446875,-0.03836467053845724,0.01600003665235389,-0.08176428039096259,0.02142199197944955,-0.026181057447869558,0.015945852324135337,-0.07047094564691089,0.008128729172197872,-0.04727590780902236,0.04067761589257843
awn,0.272339016115601,0.060151581141013245,-0.19390061182792154,-0.04838321311029611,0.02448432099294444,-0.0309098669848043,-0.04666293609143279,-0.019729147431493954,-0.06756212637043206,0.1086239154550988,0.06416399407689372,-0.15174593152936983,-0.0692556506829292,-0.1066078136973569,-0.13683124232710844,0.12782338975622615,-0.07302976151553077,-0.10606905986241397,0.1771673279004691,-0.03866055853457652,-0.044964761842225955,0.059297251548728905,0.12320365936826348,-0.06796783371328377,0.005952855198178677,0.08930221366164563,-0.07018208138735044,-0.0104678681736426,-0.021564522900442532,-0.003282185826499872
k,0.29041139138360944,-0.1150409623125293,0.07301813915559327,0.008655916302147177,-0.0024289791765973933,-8.864128244105283e-05,-0.015517324709240471,0.00015288816575675,0.0055368664294314215,0.005485566365363842,-0.015821973273273428,-0.02733778032125096,0.0004920338219663126,0.004602546947593611,-0.04871674349799342,-0.018718597844533464,0.034148160771700596,-0.086700656629294,-0.01251640276264786,0.01073279960114168,0.019239607996360715,0.03536261778034096,-0.05267777318673323,0.020531218344727042,-0.06952796297996004,-0.009066134319647711,-0.041969318111538735,-0.020882406286642452,0.06264675710738946,0.04910602425467214
aan,0.3023500844312615,0.27827457679146256,-0.04567437587886925,-0.14816444308227833,-0.02225792349575546,-0.05340232051208603,-0.07527556645220483,0.01816958801460437,0.03463839836277277,-0.010089083675566901,0.11672708595807627,-0.10689889647766856,0.05115667598969805,0.2281500471447061,-0.13654435960934527,-0.1345663144794221,-0.1273333187538976,0.028261843879741413,-0.03380598534033864,0.017964789098564513,0.14508854151673553,0.035741843376673556,-0.036792300312166966,-0.04870057322744502,0.0037229147975571105,-0.014814923220330747,-0.030487403304662278,0.003554952806022837,-0.0035304354348895074,-0.04597570757578238
m,0.3084610752248536,-0.14313158452525226,0.09914650996614494,0.01940739545605834,-0.01795372326757338,0.04923199901972947,0.048017234948233886,-0.008581589375838904,-0.20315439063196383,-0.056869277369047316,0.026007893969842752,-0.026581800711359464,0.062557498377036,-0.03874915835401877,0.013655057610136705,-0.03903793901953002,0.07205796509907314,0.009055719103268144,-0.007781322427988827,-0.04339982047237648,0.050360057802107845,0.020224613051525727,0.043150637061426494,-0.016600167084091646,0.07534948573683659,-0.05611585680215396,0.05671016306549368,0.01811242424397869,-0.007893600348613786,0.0061878606517163336
